brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,seats,selling_price
Toyota,Innova,6,75000,Diesel,Manual,12.99,2494,7,970000
Maruti,Swift,8,80000,Diesel,Manual,28.4,1248,5,335000
Mahindra,Scorpio,7,85000,Diesel,Manual,12.05,2179,7,521000
Maruti,Ciaz,5,55000,Petrol,Manual,20.73,1373,5,585000
Mahindra,KUV,5,25000,Diesel,Manual,25.32,1198,6,400000
Hyundai,Grand,5,65000,Petrol,Manual,18.9,1197,5,475000
Maruti,Wagon R,8,55000,Petrol,Manual,21.79,998,5,250000
Honda,City,6,64000,Diesel,Manual,25.1,1498,5,631000
Honda,Amaze,7,39337,Petrol,Manual,18,1198,5,410000
Skoda,Rapid,6,47000,Diesel,Manual,21.14,1498,5,495000
Maruti,Swift,4,49437,Diesel,Manual,25.2,1248,5,435000
Honda,City,9,62928,Petrol,Manual,16.8,1497,5,385000
Land Rover,Rover,6,104000,Diesel,Automatic,12.65,2993,5,5650000
Hyundai,Verna,9,65000,Diesel,Automatic,16.2,1493,5,450000
Maruti,Alto,7,25000,Petrol,Manual,22.74,796,5,265000
Hyundai,i20,4,34300,Petrol,Manual,18.6,1197,5,600000
Hyundai,Santro,1,9668,CNG,Manual,30.48,1086,5,540000
Honda,Amaze,2,19000,Petrol,Manual,19.5,1199,5,578000
Maruti,Alto,3,43063,Petrol,Manual,24.7,796,5,260000
Mercedes-Benz,E-Class,4,48000,Diesel,Automatic,16.1,1950,5,3750000
Hyundai,i20,2,2200,Petrol,Manual,17.19,1197,5,665000
Toyota,Glanza,1,2000,Petrol,Automatic,19.56,1197,5,915000
Honda,City,5,56000,Diesel,Manual,26,1498,5,590000
Skoda,Octavia,6,55000,Petrol,Automatic,14.7,1798,5,945000
Maruti,Swift Dzire,5,41556,Diesel,Manual,28.4,1248,5,453000
Hyundai,Tucson,3,35000,Diesel,Automatic,16.38,1995,5,2600000
Maruti,Vitara,5,26000,Diesel,Manual,24.3,1248,5,625000
Honda,CR-V,5,60000,Petrol,Automatic,12,2354,5,1450000
Maruti,Wagon R,8,25840,Petrol,Manual,20.51,998,5,300000
Maruti,Celerio,4,90000,CNG,Manual,31.79,998,5,380000
Maruti,Ciaz,6,55000,Petrol,Manual,20.73,1373,5,550000
Hyundai,i10,12,130000,Petrol,Manual,20.36,1197,5,130000
Honda,City,4,19000,Petrol,Manual,17.4,1497,5,825000
Honda,City,14,80000,Petrol,Manual,17.7,1497,5,115000
Maruti,Wagon R,5,65000,CNG,Manual,33.54,998,5,310000
Maruti,Ertiga,4,21000,Petrol,Manual,16.02,1373,7,720000
Maruti,Ciaz,7,25000,Petrol,Manual,20.73,1373,5,500000
Ford,Ecosport,7,58000,Diesel,Manual,22.7,1498,5,450000
Maruti,Swift Dzire,3,65000,Petrol,Manual,22,1197,5,610000
Hyundai,Grand,7,30589,Petrol,Manual,18.9,1197,5,385000
Maruti,Swift,11,70000,Petrol,Manual,16.1,1197,5,225000
Tata,Tiago,3,25656,Petrol,Manual,23.84,1199,5,450000
Renault,Duster,8,63000,Diesel,Manual,20.45,1461,5,450000
Hyundai,Grand,2,27000,Petrol,Automatic,18.9,1197,5,550000
Tata,Safari,8,105000,Diesel,Manual,14,2179,7,410000
Toyota,Yaris,3,18280,Petrol,Manual,17.1,1496,5,890000
Honda,City,1,4500,Petrol,Automatic,18.4,1498,5,1570000
Maruti,Ignis,4,35000,Petrol,Manual,20.89,1197,5,510000
Volkswagen,Polo,5,39000,Petrol,Manual,16.47,1198,5,525000
Hyundai,Creta,4,54000,Petrol,Manual,15.29,1591,5,999000
Maruti,Vitara,4,40000,Diesel,Manual,24.3,1248,5,825000
Maruti,Ignis,4,34489,Petrol,Automatic,20.89,1197,5,550000
Hyundai,Creta,4,70000,Diesel,Automatic,17.01,1582,5,1030000
Honda,WR-V,4,15000,Petrol,Manual,17.5,1199,5,750000
BMW,5,7,44000,Diesel,Automatic,18.12,1995,5,2025000
Mahindra,Scorpio,4,35000,Diesel,Manual,15.4,1997,7,1280000
BMW,3,9,86000,Diesel,Automatic,16.07,1995,5,775000
Toyota,Fortuner,2,20212,Diesel,Manual,14.24,2755,7,3000000
Hyundai,Verna,4,24000,Diesel,Manual,22,1582,5,890000
Hyundai,Santro,9,55324,Petrol,Manual,17.92,1086,5,200000
Maruti,Dzire VXI,8,30000,Petrol,Automatic,24.12,1197,5,475000
Maruti,Swift Dzire,6,47900,Petrol,Manual,20.85,1197,5,410000
Hyundai,Verna,7,43500,Petrol,Manual,17.43,1396,5,520000
Hyundai,i20,4,8500,Petrol,Manual,18.6,1197,5,550000
Hyundai,i10,10,63155,Petrol,Manual,20.36,1197,5,220000
Hyundai,i20,4,35601,Petrol,Manual,18.6,1197,5,565000
Honda,Amaze,4,55000,Petrol,Manual,17.8,1198,5,479000
Toyota,Fortuner,4,60000,Diesel,Automatic,12.9,2755,7,2750000
Maruti,Swift Dzire,5,41000,Petrol,Manual,22,1197,5,490000
Maruti,Ciaz,3,42000,Petrol,Manual,20.65,1462,5,860000
Maruti,Swift Dzire,10,44070,Petrol,Manual,17.5,1197,5,345000
Land Rover,Rover,9,61000,Diesel,Automatic,12.7,2179,5,2275000
Maruti,Swift,4,90000,Diesel,Manual,25.2,1248,5,515000
Honda,City,7,73000,Diesel,Manual,25.1,1498,5,574000
Hyundai,i10,10,91002,Petrol,Manual,19.81,1086,5,205000
Honda,Jazz,6,80000,Diesel,Manual,27.3,1498,5,475000
Renault,Duster,5,65000,Diesel,Manual,19.6,1461,5,550000
Maruti,Wagon R,3,29000,Petrol,Manual,21.79,998,5,365000
Maruti,Alto,6,19668,Petrol,Manual,23.95,998,5,300000
Honda,Amaze,5,52312,Petrol,Manual,17.8,1198,5,490000
Hyundai,i10,5,46568,Petrol,Manual,19.81,1086,5,330000
Mercedes-Benz,GL-Class,5,50000,Diesel,Automatic,11.3,2987,7,4255000
BMW,3,10,69000,Diesel,Automatic,13.2,1995,5,775000
Hyundai,Verna,3,31000,Petrol,Manual,17,1591,5,925000
Tata,Hexa,4,57500,Diesel,Automatic,17.6,2179,7,1275000
Maruti,Swift Dzire,5,49000,Petrol,Manual,20.85,1197,5,485000
Maruti,Vitara,5,52000,Diesel,Manual,24.3,1248,5,680000
Tata,Harrier,2,4000,Diesel,Manual,17,1956,5,1500000
Honda,City,7,57500,Diesel,Manual,26,1498,5,515000
Mahindra,KUV100,5,40000,Diesel,Manual,25.32,1198,6,485000
Ford,Freestyle,3,40000,Petrol,Manual,19,1194,5,600000
Maruti,Ciaz,5,52000,Diesel,Manual,28.09,1248,5,575000
Honda,City,6,65000,Petrol,Manual,17.8,1497,5,625000
Hyundai,Santro,13,128880,Petrol,Manual,17.92,1086,5,125000
Volkswagen,Vento,6,64576,Diesel,Automatic,21.5,1498,5,575000
Maruti,Ertiga,3,13315,Petrol,Manual,19.01,1462,7,725000
Mercedes-Benz,S-Class,7,90000,Diesel,Automatic,13.5,2987,5,3000000
Volkswagen,Vento,9,58000,Diesel,Manual,20.54,1598,5,325000
Honda,City,7,57000,Petrol,Manual,17.8,1497,5,620000
Maruti,Alto,2,5863,Petrol,Manual,23.95,998,5,375000
Audi,A4,11,82000,Petrol,Automatic,12.3,1781,5,750000
Volkswagen,Vento,8,36000,Diesel,Manual,20.34,1498,5,480000
Hyundai,i10,10,70000,Petrol,Manual,19.81,1086,5,199000
Maruti,Ertiga,5,51500,Diesel,Manual,24.52,1248,7,650000
Maruti,Wagon R,8,51916,CNG,Manual,32.52,998,5,295000
Honda,Amaze,8,50000,Diesel,Manual,25.8,1498,5,340000
BMW,X5,3,45000,Diesel,Automatic,15.97,2993,5,4485000
Mercedes-Benz,E-Class,8,79000,Diesel,Automatic,13,2143,5,1390000
Maruti,Swift Dzire,10,110000,Diesel,Manual,19.3,1248,5,230000
Maruti,Swift,6,90000,Diesel,Manual,28.4,1248,5,435000
Toyota,Innova,10,187000,Diesel,Manual,12.8,2494,8,375000
Maruti,Ciaz,6,49570,Diesel,Manual,26.21,1248,5,600000
Maruti,Swift,10,53000,Petrol,Manual,16.1,1298,5,275000
Hyundai,i10,9,75000,Petrol,Manual,19.81,1086,5,235000
Mini,Cooper,3,10782,Diesel,Automatic,19.19,1995,5,3000000
Ford,Endeavour,9,85000,Diesel,Manual,10.9,2499,7,575000
Volkswagen,Vento,6,51000,Diesel,Automatic,21.21,1498,5,585000
Ford,Endeavour,9,85000,Diesel,Automatic,12.8,2953,7,645000
Ford,Ecosport,8,47000,Diesel,Manual,22.7,1498,5,465000
Maruti,Wagon R,5,52000,Petrol,Manual,20.51,998,5,300000
Renault,Duster,8,90000,Diesel,Manual,19.01,1461,5,349000
Maruti,Baleno,5,19000,Petrol,Automatic,21.4,1197,5,550000
Maruti,Ciaz,6,48000,Petrol,Automatic,19.12,1373,5,625000
Volkswagen,Polo,9,54000,Diesel,Manual,22.07,1199,5,255000
Hyundai,i20,6,84475,Diesel,Manual,22.54,1396,5,481000
BMW,3,10,24000,Diesel,Automatic,16.07,1995,5,875000
Hyundai,i20,4,29914,Petrol,Manual,18.6,1197,5,665000
Maruti,Swift,7,58000,Petrol,Manual,18.6,1197,5,370000
Lexus,ES,2,14000,Petrol,Automatic,22.37,2487,5,5375000
Maruti,Baleno,5,44000,Petrol,Manual,21.01,1197,5,530000
Maruti,Swift Dzire,7,71000,Diesel,Manual,23.4,1248,5,385000
Hyundai,Verna,7,72000,Diesel,Manual,22.32,1582,5,475000
Volkswagen,Polo,5,53000,Petrol,Automatic,17.21,1197,5,690000
Maruti,Wagon R,10,57000,CNG,Manual,26.2,998,5,210000
Volkswagen,Polo,8,83703,Diesel,Manual,22.07,1199,5,236000
Skoda,Superb,5,46002,Petrol,Automatic,14.67,1798,5,1750000
Volkswagen,Polo,10,65000,Petrol,Manual,16.2,1199,5,260000
Maruti,Swift,10,70255,Petrol,Manual,16.1,1197,5,260000
Maruti,Swift Dzire,12,69000,Petrol,Manual,17.5,1298,5,215000
Maruti,Swift Dzire,11,72000,Petrol,Manual,19.1,1197,5,260000
Audi,A6,9,45500,Diesel,Automatic,18.53,1968,5,1380000
Maruti,Swift Dzire,6,28777,Diesel,Manual,26.59,1248,5,475000
Ford,Ecosport,5,57000,Petrol,Manual,17,1497,5,635000
Maruti,Alto,5,40000,Petrol,Manual,22.74,796,5,260000
Maserati,Quattroporte,5,9500,Diesel,Automatic,19.23,2987,5,6000000
Maruti,Swift Dzire,3,56000,Petrol,Manual,22,1197,5,575000
Volkswagen,Vento,7,55000,Diesel,Manual,22.27,1498,5,375000
Honda,City,2,10000,Petrol,Automatic,17.4,1497,5,1350000
Mercedes-Benz,C-Class,4,55000,Diesel,Automatic,19.71,2143,5,2800000
Mahindra,Scorpio,5,44000,Diesel,Manual,15.4,1997,7,1000000
Ford,Figo,9,98000,Diesel,Manual,20,1399,5,200000
Maruti,Ertiga,4,63000,Diesel,Manual,24.2,1498,7,725000
Hyundai,i20,3,8000,Petrol,Manual,18.6,1197,5,690000
Maruti,Ertiga,8,50000,Diesel,Manual,24.2,1498,7,550000
Maruti,Vitara,4,18000,Diesel,Manual,24.3,1248,5,750000
Hyundai,i20,6,70000,Diesel,Manual,22.54,1396,5,700000
Maruti,Ertiga,4,70000,Diesel,Manual,24.52,1248,7,690000
Hyundai,Verna,8,69000,Diesel,Manual,22.32,1582,5,400000
Toyota,Innova,4,65000,Diesel,Manual,13.68,2393,7,1670000
Mahindra,Scorpio,7,70200,Diesel,Manual,12.05,2179,8,495000
Honda,Amaze,3,38000,Petrol,Manual,17.8,1198,5,600000
Maruti,Swift,11,78300,Petrol,Manual,16.1,1197,5,225000
Honda,Amaze,7,55200,Petrol,Manual,18,1198,5,375000
Hyundai,Verna,7,70000,Diesel,Manual,22.32,1582,5,475000
Honda,Amaze,4,32000,Petrol,Manual,17.8,1198,5,510000
Volkswagen,Vento,10,65101,Diesel,Manual,20.54,1598,5,285000
Maruti,Vitara,3,44000,Diesel,Manual,24.3,1248,5,840000
Hyundai,i10,6,36936,Petrol,Manual,19.81,1086,5,344000
Maruti,Baleno,5,58000,Petrol,Manual,21.4,1197,5,550000
Maruti,Swift Dzire,9,45000,Petrol,Automatic,17.4,1197,5,395000
Mahindra,Scorpio,6,83000,Diesel,Manual,15.4,1997,7,850000
Hyundai,Grand,2,12480,Petrol,Manual,18.9,1197,5,545000
Maruti,Swift Dzire,6,79806,Petrol,Manual,20.85,1197,5,430000
Mahindra,Scorpio,2,45000,Diesel,Manual,16.36,2179,7,1250000
Honda,Amaze,2,6399,Petrol,Manual,19.5,1199,5,715000
BMW,X3,8,36000,Diesel,Automatic,16.09,1995,5,2050000
Volkswagen,Polo,10,78800,Diesel,Manual,22.07,1199,5,220000
Honda,Amaze,7,58000,Petrol,Automatic,15.5,1198,5,445000
Ford,Ecosport,7,62000,Diesel,Manual,22.7,1498,5,545000
Hyundai,Creta,5,54000,Diesel,Manual,19.67,1582,5,875000
Maruti,Alto,3,25000,Petrol,Manual,23.95,998,5,330000
Honda,Amaze,3,27000,Petrol,Manual,17.8,1198,5,675000
Mercedes-Benz,C-Class,3,40000,Diesel,Automatic,14.84,2143,5,2990000
Hyundai,i10,9,65000,Petrol,Manual,20.36,1197,5,240000
Hyundai,i20,10,58000,Petrol,Manual,17,1197,5,280000
Maruti,Wagon R,15,90000,Petrol,Manual,18.9,998,5,82875
Volkswagen,Polo,7,17205,Petrol,Manual,16.47,1198,5,450000
Maruti,Swift Dzire,3,72000,Diesel,Manual,28.4,1248,5,680000
Maruti,Vitara,5,61000,Diesel,Manual,24.3,1248,5,670000
Maruti,Wagon R,13,71000,Petrol,Manual,20.51,998,5,115000
Maruti,Wagon R,13,70000,Petrol,Manual,21.79,998,5,124000
BMW,5,3,23000,Diesel,Automatic,22.48,1995,5,4000000
Hyundai,Grand,5,20000,Petrol,Manual,18.9,1197,5,439000
Toyota,Fortuner,7,85000,Diesel,Manual,13,2982,7,1600000
Hyundai,Grand,7,41000,Petrol,Manual,18.9,1197,5,380000
Renault,Duster,4,35000,Petrol,Manual,14.19,1498,5,585000
Honda,City,10,62000,Petrol,Manual,17,1497,5,360000
Hyundai,Verna,2,4900,Petrol,Manual,17,1591,5,945000
Skoda,Superb,9,55200,Petrol,Manual,13.14,1798,5,525000
Hyundai,Grand,4,48000,Diesel,Manual,24,1120,5,395000
Volkswagen,Polo,5,38060,Petrol,Automatic,17.21,1197,5,675000
Toyota,Fortuner,9,102000,Diesel,Manual,12.55,2982,7,880000
Hyundai,i10,11,65000,Petrol,Manual,19.81,1086,5,175000
Maruti,Alto,6,25864,Petrol,Manual,22.74,796,5,265000
Hyundai,Verna,9,94892,Diesel,Manual,22.32,1582,5,310000
Toyota,Innova,6,140000,Diesel,Manual,12.8,2494,7,875000
Ford,Ecosport,4,15000,Petrol,Automatic,14.8,1497,5,800000
Honda,City,5,53000,Petrol,Automatic,18,1497,5,890000
Ford,Ecosport,3,9929,Petrol,Manual,17,1497,5,750000
Skoda,Octavia,5,120000,Diesel,Automatic,19.3,1968,5,1150000
BMW,5,0,2000,Diesel,Automatic,22.48,1995,5,4850000
BMW,3,11,48000,Petrol,Automatic,12.05,1995,5,680000
Honda,Jazz,6,60000,Petrol,Manual,18.7,1199,5,495000
Hyundai,i20,10,75000,Petrol,Manual,17,1197,5,255000
Renault,KWID,4,31851,Petrol,Manual,25.17,799,5,278000
Mahindra,XUV500,5,35000,Diesel,Manual,16,2179,7,900000
Renault,Duster,7,62000,Diesel,Manual,19.01,1461,5,475000
BMW,7,7,65000,Diesel,Automatic,16.46,2993,5,2590000
Toyota,Innova,4,67500,Diesel,Manual,13.68,2393,8,1350000
Hyundai,i20,9,108000,Diesel,Manual,21.9,1396,5,220000
Renault,KWID,5,22779,Petrol,Manual,25.17,799,5,300000
Hyundai,Creta,5,30000,Petrol,Manual,15.8,1591,5,950000
Hyundai,Creta,6,77000,Diesel,Manual,21.38,1396,5,775000
Hyundai,Grand,4,56302,Diesel,Manual,24,1186,5,440000
Maruti,Alto,2,25000,Petrol,Manual,24.7,796,5,300000
Maruti,Wagon R,11,315000,Petrol,Manual,18.9,1061,5,130000
Hyundai,i10,9,72000,Petrol,Manual,20.36,1197,5,240000
Renault,KWID,4,20000,Petrol,Manual,22.3,799,5,275000
Hyundai,Santro,13,81000,Petrol,Manual,17.92,1086,5,125000
Hyundai,i10,10,82110,Petrol,Manual,20.36,1197,5,265000
Hyundai,Verna,8,67000,Petrol,Automatic,17.1,1591,5,465000
Maruti,Vitara,3,38300,Diesel,Manual,24.3,1248,5,750000
Hyundai,Grand,5,13229,Petrol,Manual,18.9,1197,5,500000
Honda,City,6,32000,Petrol,Manual,17.4,1497,5,755000
Hyundai,i20,7,80000,Diesel,Manual,21.9,1396,5,350000
Hyundai,i20,11,68000,Petrol,Manual,18.5,1197,5,180000
Maruti,Alto,6,56660,Petrol,Manual,23.95,998,5,250000
Hyundai,Grand,6,46000,Diesel,Manual,24,1120,5,335000
Maruti,Swift,3,4000,Petrol,Manual,22,1197,5,490000
Ford,Ecosport,4,54000,Diesel,Manual,23,1498,5,680000
Hyundai,Creta,3,19800,Diesel,Manual,22.1,1396,5,1050000
Volkswagen,Vento,7,55000,Diesel,Manual,22.27,1498,5,375000
Honda,City,4,55000,Petrol,Manual,17,1497,5,745000
Maruti,Eeco,5,38640,CNG,Manual,15.1,1196,5,285000
Hyundai,i20,2,28000,Petrol,Manual,18.6,1197,5,630000
Toyota,Camry,5,80000,Petrol,Automatic,19.16,2494,5,1995000
Renault,KWID,3,8000,Petrol,Manual,25.17,799,5,300000
Mercedes-Benz,S-Class,11,50001,Petrol,Automatic,10.13,3498,5,1751000
Audi,A4,5,55000,Petrol,Automatic,17.84,1395,5,1850000
Volkswagen,Polo,3,54495,Diesel,Manual,20.14,1498,5,538000
Jaguar,XF,9,30000,Diesel,Automatic,14.74,2993,5,1550000
Renault,Duster,9,66000,Diesel,Manual,19.01,1461,5,428000
Maruti,Baleno,3,16315,Petrol,Manual,21.4,1197,5,590000
Maruti,Swift,1,9000,Petrol,Manual,21.21,1197,5,550000
Toyota,Innova,5,35000,Petrol,Manual,11.25,2694,7,1575000
BMW,6,3,20000,Petrol,Automatic,14.28,1998,4,4575000
Maruti,Ciaz,6,102000,Petrol,Manual,20.73,1373,5,551000
Hyundai,Venue,1,10000,Diesel,Manual,23.7,1396,5,1039000
Maruti,Swift Dzire,10,83000,Petrol,Manual,17.5,1298,5,220000
Mercedes-Benz,E-Class,6,65000,Diesel,Automatic,13,2987,5,2500000
Ford,Ecosport,5,41666,Petrol,Automatic,15.63,1499,5,715000
Maruti,Swift,6,46138,Petrol,Manual,20.4,1197,5,400000
Maruti,Eeco,5,55000,CNG,Manual,21.94,1196,5,270000
Maruti,Swift Dzire,3,36725,Petrol,Automatic,21.21,1197,5,725000
Honda,WR-V,4,50000,Diesel,Manual,25.5,1498,5,700000
Volvo,XC,1,9000,Diesel,Automatic,17.2,1969,7,8195000
Toyota,Fortuner,4,45000,Diesel,Automatic,12.9,2755,7,2750000
Maruti,Ertiga,5,58000,Diesel,Manual,25.47,1248,7,665000
Maruti,Baleno,4,46931,Petrol,Manual,21.01,1197,5,500000
Hyundai,i20,5,30000,Diesel,Manual,22.54,1396,5,554000
Honda,City,4,15000,Petrol,Manual,16.8,1497,5,835000
Volkswagen,Polo,6,34156,Petrol,Manual,16.47,1198,5,445000
Honda,City,7,70000,Diesel,Manual,26,1498,5,550000
Maruti,Swift,2,18800,Petrol,Manual,20.4,1197,5,515000
Maruti,Ciaz,6,49000,Diesel,Manual,28.09,1248,5,550000
Volkswagen,Vento,8,75000,Diesel,Manual,20.54,1598,5,365000
Honda,City,7,56000,Petrol,Manual,17.4,1497,5,500000
Land Rover,Rover,3,18000,Diesel,Automatic,18,2993,7,4500000
Tata,Tiago,2,23000,Petrol,Manual,23.84,1199,5,445000
Maruti,Baleno,4,20000,Petrol,Automatic,19.56,1197,5,710000
Maruti,Vitara,5,120000,Diesel,Manual,24.3,1248,5,700000
Maruti,Wagon R,6,53000,CNG,Manual,26.2,998,5,350000
Maruti,Swift Dzire,8,112000,Diesel,Manual,23.4,1248,5,345000
Ford,Figo,10,43493,Petrol,Manual,15.6,1196,5,199000
Mercedes-Benz,C-Class,3,6577,Petrol,Automatic,14.74,1991,5,3480000
Honda,Amaze,3,6905,Petrol,Automatic,19,1199,5,750000
Maruti,Celerio,4,24513,Petrol,Manual,21.63,998,5,525000
Maruti,Swift,5,76508,Petrol,Manual,20.4,1197,5,399000
Hyundai,Verna,4,28500,Diesel,Manual,22.32,1582,5,825000
Honda,City,12,77000,Petrol,Manual,17,1497,5,385000
Mercedes-Benz,E-Class,8,125000,Petrol,Automatic,12.3,1796,5,1525000
Honda,Amaze,3,18000,Petrol,Automatic,18.1,1199,5,635000
Maruti,Wagon R,6,23853,Petrol,Automatic,21.79,998,5,460000
Hyundai,Verna,8,78000,Diesel,Manual,22.32,1582,5,450000
Honda,WR-V,4,79000,Petrol,Manual,17.5,1199,5,715000
Honda,City,9,37323,Petrol,Manual,17,1497,5,400000
Renault,KWID,4,22000,Petrol,Manual,23.01,999,5,295000
Maruti,Swift,4,95000,Diesel,Manual,28.4,1248,5,615000
Maruti,Alto,7,70000,Petrol,Manual,22.74,796,5,175000
Maruti,Eeco,5,203125,Petrol,Manual,15.37,1196,5,240000
Maruti,Ciaz,5,24603,Petrol,Manual,20.73,1373,5,695000
BMW,3,8,80000,Diesel,Automatic,18.88,1995,5,1600000
Maruti,Ertiga,3,75000,Diesel,Manual,25.47,1248,7,950000
Hyundai,i20,9,64198,Diesel,Manual,21.9,1396,5,415000
Ford,Figo,10,57342,Petrol,Manual,15.6,1196,5,250000
Maruti,Wagon R,3,15000,Petrol,Manual,20.51,998,5,440000
Hyundai,i20,5,60000,Petrol,Manual,17.19,1197,5,600000
Maruti,Ertiga,7,60000,Petrol,Manual,16.02,1373,7,650000
Honda,Amaze,8,42000,Diesel,Manual,25.8,1498,5,475000
Maruti,Celerio,6,57226,Petrol,Automatic,23.1,998,5,450000
Maruti,Alto,5,50000,Petrol,Manual,24.7,796,5,240000
Honda,Jazz,3,17843,Petrol,Automatic,17.1,1199,5,925000
Volkswagen,Vento,6,61000,Petrol,Manual,15.04,1598,5,530000
Maruti,Baleno,3,40000,Petrol,Manual,21.4,1197,5,520000
Hyundai,Grand,4,38343,Petrol,Manual,18.9,1197,5,530000
Hyundai,Grand,7,56494,Diesel,Manual,24,1120,5,390000
Hyundai,i10,8,32545,Petrol,Manual,20.36,1197,5,325000
Honda,Amaze,3,26718,Diesel,Manual,24.7,1498,5,935000
Mahindra,XUV500,3,17750,Diesel,Automatic,16,2179,7,1675000
Honda,City,3,20000,Petrol,Manual,17.4,1497,5,1245000
Ford,Ecosport,6,15000,Diesel,Manual,22.77,1498,5,770000
Hyundai,Verna,8,75842,Diesel,Automatic,22.32,1582,5,625000
Maruti,Celerio,5,70000,Petrol,Manual,23.1,998,5,420000
Maruti,Eeco,6,60200,CNG,Manual,21.94,1196,5,385000
Maruti,Vitara,2,13000,Diesel,Manual,24.3,1248,5,951000
Maruti,Ertiga,8,90000,Diesel,Manual,20.77,1248,7,600000
Maruti,Eeco,2,70000,Petrol,Manual,15.37,1196,5,400000
Maruti,Ertiga,4,34000,Diesel,Manual,24.52,1248,7,885000
Renault,KWID,2,10000,Petrol,Manual,23.01,999,5,410000
Maruti,Ertiga,7,53247,CNG,Manual,22.8,1373,7,599000
Honda,City,6,37000,Petrol,Manual,17.4,1497,5,715000
Maruti,Vitara,4,114000,Diesel,Manual,24.3,1248,5,775000
Maruti,Ertiga,8,61034,Diesel,Manual,20.77,1248,7,735000
BMW,X1,9,69000,Diesel,Automatic,19.62,1998,5,1350000
Hyundai,Santro,13,54000,Petrol,Manual,17.92,1086,5,235000
Maruti,Swift Dzire,3,24381,Petrol,Automatic,18.5,1197,5,725000
Mahindra,XUV500,3,68000,Diesel,Manual,16,2179,7,1650000
Honda,Amaze,7,92500,Diesel,Manual,25.8,1498,5,300000
Tata,Nexon,4,41000,Diesel,Manual,21.5,1497,5,825000
Volkswagen,Polo,5,820000,Petrol,Automatic,17.21,1197,5,695000
Volkswagen,Vento,6,40000,Petrol,Manual,15.04,1598,5,500000
Maruti,Swift,10,120000,Diesel,Manual,22.9,1248,5,250000
Hyundai,i20,6,32000,Petrol,Manual,18.6,1197,5,550000
Honda,City,4,70000,Petrol,Manual,17.4,1497,5,835000
Honda,WR-V,2,30000,Petrol,Manual,17.5,1199,5,865000
Hyundai,Grand,6,54000,Petrol,Manual,18.9,1197,5,365000
Toyota,Fortuner,4,56000,Diesel,Automatic,12.9,2755,7,2599000
BMW,3,11,95000,Diesel,Automatic,13.2,1995,5,1040000
Maruti,Baleno,4,26000,Petrol,Manual,21.4,1197,5,770000
Maruti,Swift Dzire,7,70000,Petrol,Manual,19.1,1197,5,450000
Maruti,Swift Dzire,7,55000,Petrol,Manual,20.85,1197,5,511000
Hyundai,Creta,5,25286,Petrol,Automatic,13,1591,5,1025000
Honda,CR-V,11,137000,Petrol,Manual,10.8,2354,5,535000
Mahindra,XUV500,6,186000,Diesel,Manual,15.1,2179,7,1000000
Toyota,Camry,6,60000,Electric,Automatic,19.16,2494,5,2000000
Hyundai,Santro,3,2925,Petrol,Manual,20.3,1086,5,525000
Tata,Harrier,2,13000,Diesel,Manual,17,1956,5,1711000
Toyota,Innova,10,213141,Diesel,Manual,12.8,2494,7,775000
Ford,Ecosport,3,16000,Petrol,Manual,15.9,1496,5,875000
Hyundai,i20,5,8500,Petrol,Manual,18.5,1197,5,540000
Hyundai,Creta,5,60000,Diesel,Manual,19.67,1582,5,800000
Honda,City,4,35000,Diesel,Manual,26,1498,5,850000
Volkswagen,Polo,6,38000,Petrol,Manual,16.47,1198,5,475000
Honda,Amaze,6,73000,Petrol,Manual,18,1198,5,465000
Hyundai,Grand,5,28500,Petrol,Manual,18.9,1197,5,535000
Hyundai,i20,3,114252,Diesel,Manual,22.54,1396,5,750000
Renault,KWID,5,26844,Petrol,Manual,25.17,799,5,295000
Skoda,Rapid,3,60000,Diesel,Automatic,21.72,1498,5,990000
Hyundai,i20,3,29000,Petrol,Automatic,17.4,1197,5,895000
BMW,5,11,90000,Diesel,Automatic,11.5,2993,5,1695000
Maruti,Swift,9,112755,Diesel,Manual,22.9,1248,5,485000
Maruti,Wagon R,7,43932,Petrol,Manual,20.51,998,5,320000
Toyota,Innova,5,56000,Diesel,Manual,13.68,2393,7,1625000
Honda,City,3,29000,Petrol,Manual,17.4,1497,5,850000
Hyundai,Grand,4,38465,Diesel,Manual,24,1186,5,500000
Toyota,Yaris,3,25000,Petrol,Automatic,17.8,1496,5,1050000
Mahindra,Bolero,6,90000,Diesel,Manual,15.96,2523,7,550000
Hyundai,Venue,2,14500,Petrol,Manual,18.27,998,5,1025000
Toyota,Innova,4,65000,Diesel,Manual,13.68,2393,7,1375000
Mahindra,Scorpio,4,37000,Diesel,Manual,15.4,1997,7,1090000
Hyundai,i10,7,96000,Petrol,Manual,20.36,1197,5,385000
Maruti,Wagon R,5,36044,CNG,Manual,26.6,998,5,415000
Mahindra,XUV500,2,10000,Diesel,Manual,15.1,2179,7,1550000
Toyota,Fortuner,8,72000,Diesel,Manual,13,2982,7,1250000
Mahindra,KUV100,2,5000,Diesel,Manual,25.32,1198,6,700000
Ford,Ecosport,3,28000,Diesel,Manual,23,1498,5,811000
Maruti,Swift,9,78000,Diesel,Manual,22.9,1248,5,475000
Hyundai,Creta,6,79825,Diesel,Automatic,17.01,1582,5,1025000
Ford,Ecosport,6,70000,Diesel,Manual,22.77,1498,5,650000
Skoda,Octavia,7,35000,Diesel,Automatic,19.3,1968,5,1075000
